요일,통학방식,출발시간,도착시간,지각여부,소요시간,위도,경도
월,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2239905,126.9770741
금,버스,8H 5M 0S,8H 43M 0S,정상 등교,38M 0S,37.2239905,126.9770741
금,버스,8H 5M 0S,8H 43M 0S,정상 등교,38M 0S,37.2239905,126.9770741
화,버스,8H 5M 0S,8H 45M 0S,정상 등교,40M 0S,37.2239905,126.9770741
월,버스,8H 5M 0S,8H 49M 0S,정상 등교,44M 0S,37.2239905,126.9770741
화,버스,8H 8M 0S,8H 50M 0S,정상 등교,42M 0S,37.2239905,126.9770741
월,버스,8H 5M 0S,8H 50M 0S,정상 등교,45M 0S,37.2239905,126.9770741
목,버스,8H 5M 0S,8H 50M 0S,정상 등교,45M 0S,37.2239905,126.9770741
화,버스,7H 55M 0S,8H 50M 0S,정상 등교,1H -5M 0S,37.2239905,126.9770741
월,버스,8H 2M 0S,8H 30M 0S,정상 등교,28M 0S,37.2154813,126.9716161
금,버스,8H 28M 0S,8H 40M 0S,정상 등교,12M 0S,37.2154813,126.9716161
목,버스,8H 25M 0S,8H 40M 0S,정상 등교,15M 0S,37.2154813,126.9716161
수,버스,8H 28M 0S,8H 42M 0S,정상 등교,14M 0S,37.2154813,126.9716161
화,버스,8H 28M 0S,8H 43M 0S,정상 등교,15M 0S,37.2154813,126.9716161
수,버스,8H 28M 0S,8H 45M 0S,정상 등교,17M 0S,37.2154813,126.9716161
화,버스,8H 28M 0S,8H 45M 0S,정상 등교,17M 0S,37.2154813,126.9716161
수,버스,8H 26M 0S,8H 45M 0S,정상 등교,19M 0S,37.2154813,126.9716161
화,버스,8H 28M 0S,8H 46M 0S,정상 등교,18M 0S,37.2154813,126.9716161
목,버스,8H 23M 0S,8H 49M 0S,정상 등교,26M 0S,37.2154813,126.9716161
목,버스,8H 31M 0S,8H 50M 0S,정상 등교,19M 0S,37.2154813,126.9716161
수,버스,8H 28M 0S,8H 50M 0S,정상 등교,22M 0S,37.2154813,126.9716161
화,버스,8H 0M 0S,8H 30M 0S,정상 등교,30M 0S,37.5560833,127.0289898
금,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.5560833,127.0289898
월,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.5560833,127.0289898
금,버스,8H 10M 0S,8H 45M 0S,정상 등교,35M 0S,37.5560833,127.0289898
금,버스,8H 0M 0S,8H 46M 0S,정상 등교,46M 0S,37.5560833,127.0289898
화,버스,8H 15M 0S,8H 49M 0S,정상 등교,34M 0S,37.5560833,127.0289898
월,버스,8H 10M 0S,8H 49M 0S,정상 등교,39M 0S,37.5560833,127.0289898
목,버스,8H 10M 0S,8H 49M 0S,정상 등교,39M 0S,37.5560833,127.0289898
월,버스,8H 10M 0S,8H 49M 0S,정상 등교,39M 0S,37.5560833,127.0289898
화,버스,8H 10M 0S,8H 49M 0S,정상 등교,39M 0S,37.5560833,127.0289898
화,버스,8H 10M 0S,8H 49M 0S,정상 등교,39M 0S,37.5560833,127.0289898
수,자가용(부모님),8H 30M 0S,8H 59M 0S,지각,29M 0S,37.5560833,127.0289898
금,버스,8H 30M 0S,9H 5M 0S,지각,1H -25M 0S,37.5560833,127.0289898
목,버스,8H 10M 0S,8H 31M 0S,정상 등교,21M 0S,37.2151922,126.9747578
금,버스,8H 11M 0S,8H 32M 0S,정상 등교,21M 0S,37.2151922,126.9747578
월,버스,8H 13M 0S,8H 33M 0S,정상 등교,20M 0S,37.2151922,126.9747578
목,버스,8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2151922,126.9747578
수,버스,8H 11M 0S,8H 36M 0S,정상 등교,25M 0S,37.2151922,126.9747578
화,버스,8H 17M 0S,8H 40M 0S,정상 등교,23M 0S,37.2151922,126.9747578
화,버스,8H 11M 0S,8H 40M 0S,정상 등교,29M 0S,37.2151922,126.9747578
수,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2151922,126.9747578
수,버스,8H 15M 0S,8H 42M 0S,정상 등교,27M 0S,37.2151922,126.9747578
수,버스,8H 18M 0S,8H 47M 0S,정상 등교,29M 0S,37.2151922,126.9747578
목,버스,8H 10M 0S,8H 31M 0S,정상 등교,21M 0S,37.2275172,126.9765168
금,버스,8H 13M 0S,8H 33M 0S,정상 등교,20M 0S,37.2275172,126.9765168
화,버스,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2275172,126.9765168
화,버스,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2275172,126.9765168
목,버스,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2275172,126.9765168
수,버스,8H 15M 0S,8H 43M 0S,정상 등교,28M 0S,37.2275172,126.9765168
금,버스,8H 17M 0S,8H 44M 0S,정상 등교,27M 0S,37.2275172,126.9765168
목,버스,8H 13M 0S,8H 45M 0S,정상 등교,32M 0S,37.2275172,126.9765168
월,버스,8H 12M 0S,8H 48M 0S,정상 등교,36M 0S,37.2275172,126.9765168
화,버스,8H 20M 0S,8H 49M 0S,정상 등교,29M 0S,37.2275172,126.9765168
수,버스,8H 17M 0S,8H 51M 0S,지각,34M 0S,37.2275172,126.9765168
목,버스,8H 10M 0S,8H 51M 0S,지각,41M 0S,37.2275172,126.9765168
수,버스,8H 15M 0S,8H 53M 0S,지각,38M 0S,37.2275172,126.9765168
월,버스,8H 17M 0S,8H 57M 0S,지각,40M 0S,37.2275172,126.9765168
금,자가용(부모님),8H 3M 0S,8H 31M 0S,정상 등교,28M 0S,37.2214059,126.9871955
화,자가용(부모님),8H 0M 0S,8H 32M 0S,정상 등교,32M 0S,37.2214059,126.9871955
금,자가용(부모님),8H 15M 0S,8H 34M 0S,정상 등교,19M 0S,37.2214059,126.9871955
수,자가용(부모님),8H 10M 0S,8H 39M 0S,정상 등교,29M 0S,37.2214059,126.9871955
수,자가용(부모님),8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2214059,126.9871955
화,자가용(부모님),8H 0M 0S,8H 40M 0S,정상 등교,40M 0S,37.2214059,126.9871955
수,자가용(부모님),8H 10M 0S,8H 42M 0S,정상 등교,32M 0S,37.2214059,126.9871955
월,자가용(부모님),8H 10M 0S,8H 42M 0S,정상 등교,32M 0S,37.2214059,126.9871955
금,자가용(부모님),8H 5M 0S,8H 42M 0S,정상 등교,37M 0S,37.2214059,126.9871955
금,자가용(부모님),8H 20M 0S,8H 45M 0S,정상 등교,25M 0S,37.2214059,126.9871955
목,자가용(부모님),8H 10M 0S,8H 49M 0S,정상 등교,39M 0S,37.2214059,126.9871955
화,자가용(부모님),8H 25M 0S,8H 32M 0S,정상 등교,7M 0S,37.2229145,126.9498638
목,자가용(부모님),8H 40M 0S,8H 44M 0S,정상 등교,4M 0S,37.2229145,126.9498638
금,자가용(부모님),8H 40M 0S,8H 45M 0S,정상 등교,5M 0S,37.2229145,126.9498638
월,자가용(부모님),8H 38M 0S,8H 46M 0S,정상 등교,8M 0S,37.2229145,126.9498638
수,도보,8H 36M 0S,8H 48M 0S,정상 등교,12M 0S,37.2229145,126.9498638
수,도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.2229145,126.9498638
수,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2229145,126.9498638
화,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2229145,126.9498638
목,도보,8H 37M 0S,8H 49M 0S,정상 등교,12M 0S,37.2229145,126.9498638
화,자가용(부모님),8H 45M 0S,8H 51M 0S,지각,6M 0S,37.2229145,126.9498638
화,도보,8H 25M 0S,8H 32M 0S,정상 등교,7M 0S,37.2163644,126.9566889
수,도보,8H 32M 0S,8H 42M 0S,정상 등교,10M 0S,37.2163644,126.9566889
월,도보,8H 33M 0S,8H 43M 0S,정상 등교,10M 0S,37.2163644,126.9566889
금,도보,8H 34M 0S,8H 44M 0S,정상 등교,10M 0S,37.2163644,126.9566889
월,도보,8H 37M 0S,8H 45M 0S,정상 등교,8M 0S,37.2163644,126.9566889
목,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2163644,126.9566889
목,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2163644,126.9566889
금,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2163644,126.9566889
월,도보,8H 41M 0S,8H 48M 0S,정상 등교,7M 0S,37.2163644,126.9566889
화,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
목,도보,8H 25M 0S,8H 32M 0S,정상 등교,7M 0S,37.2163644,126.9566889
월,도보,8H 30M 0S,8H 36M 0S,정상 등교,6M 0S,37.2163644,126.9566889
수,도보,8H 32M 0S,8H 37M 0S,정상 등교,5M 0S,37.2163644,126.9566889
화,도보,8H 32M 0S,8H 39M 0S,정상 등교,7M 0S,37.2163644,126.9566889
수,도보,8H 35M 0S,8H 40M 0S,정상 등교,5M 0S,37.2163644,126.9566889
금,도보,8H 35M 0S,8H 40M 0S,정상 등교,5M 0S,37.2163644,126.9566889
화,도보,8H 34M 0S,8H 40M 0S,정상 등교,6M 0S,37.2163644,126.9566889
화,도보,8H 31M 0S,8H 40M 0S,정상 등교,9M 0S,37.2163644,126.9566889
금,도보,8H 31M 0S,8H 40M 0S,정상 등교,9M 0S,37.2163644,126.9566889
금,도보,8H 34M 0S,8H 41M 0S,정상 등교,7M 0S,37.2163644,126.9566889
목,도보,8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.2163644,126.9566889
월,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2163644,126.9566889
수,도보,8H 43M 0S,8H 48M 0S,정상 등교,5M 0S,37.2163644,126.9566889
금,도보,8H 23M 0S,8H 32M 0S,정상 등교,9M 0S,37.2141309,126.9595847
화,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
월,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2141309,126.9595847
금,도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.2141309,126.9595847
화,도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.2141309,126.9595847
화,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2141309,126.9595847
월,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2141309,126.9595847
금,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2141309,126.9595847
수,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2141309,126.9595847
목,도보,8H 37M 0S,8H 49M 0S,정상 등교,12M 0S,37.2141309,126.9595847
금,도보,8H 17M 0S,8H 32M 0S,정상 등교,15M 0S,37.2141309,126.9595847
금,도보,8H 16M 0S,8H 32M 0S,정상 등교,16M 0S,37.2141309,126.9595847
월,도보,8H 19M 0S,8H 34M 0S,정상 등교,15M 0S,37.2141309,126.9595847
화,도보,8H 19M 0S,8H 35M 0S,정상 등교,16M 0S,37.2141309,126.9595847
목,도보,8H 19M 0S,8H 35M 0S,정상 등교,16M 0S,37.2141309,126.9595847
화,도보,8H 18M 0S,8H 35M 0S,정상 등교,17M 0S,37.2141309,126.9595847
수,도보,8H 18M 0S,8H 35M 0S,정상 등교,17M 0S,37.2141309,126.9595847
화,도보,8H 18M 0S,8H 37M 0S,정상 등교,19M 0S,37.2141309,126.9595847
월,도보,8H 21M 0S,8H 38M 0S,정상 등교,17M 0S,37.2141309,126.9595847
목,도보,8H 20M 0S,8H 38M 0S,정상 등교,18M 0S,37.2141309,126.9595847
화,도보,8H 27M 0S,8H 41M 0S,정상 등교,14M 0S,37.2141309,126.9595847
월,도보,8H 28M 0S,8H 44M 0S,정상 등교,16M 0S,37.2141309,126.9595847
목,도보,8H 23M 0S,8H 33M 0S,정상 등교,10M 0S,37.2141309,126.9595847
금,도보,8H 32M 0S,8H 45M 0S,정상 등교,13M 0S,37.2141309,126.9595847
수,도보,8H 32M 0S,8H 46M 0S,정상 등교,14M 0S,37.2141309,126.9595847
목,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.2141309,126.9595847
화,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.2141309,126.9595847
수,도보,8H 32M 0S,8H 47M 0S,정상 등교,15M 0S,37.2141309,126.9595847
목,도보,8H 32M 0S,8H 47M 0S,정상 등교,15M 0S,37.2141309,126.9595847
금,도보,8H 32M 0S,8H 47M 0S,정상 등교,15M 0S,37.2141309,126.9595847
목,도보,8H 37M 0S,8H 51M 0S,지각,14M 0S,37.2141309,126.9595847
목,도보,8H 22M 0S,8H 33M 0S,정상 등교,11M 0S,37.2179585,126.957717
화,도보,8H 30M 0S,8H 38M 0S,정상 등교,8M 0S,37.2179585,126.957717
목,도보,8H 30M 0S,8H 38M 0S,정상 등교,8M 0S,37.2179585,126.957717
목,도보,8H 28M 0S,8H 38M 0S,정상 등교,10M 0S,37.2179585,126.957717
월,도보,8H 31M 0S,8H 39M 0S,정상 등교,8M 0S,37.2179585,126.957717
수,도보,8H 32M 0S,8H 40M 0S,정상 등교,8M 0S,37.2179585,126.957717
금,도보,8H 29M 0S,8H 40M 0S,정상 등교,11M 0S,37.2179585,126.957717
금,도보,8H 32M 0S,8H 41M 0S,정상 등교,9M 0S,37.2179585,126.957717
화,도보,8H 32M 0S,8H 43M 0S,정상 등교,11M 0S,37.2179585,126.957717
화,도보,8H 32M 0S,8H 43M 0S,정상 등교,11M 0S,37.2179585,126.957717
화,도보,8H 30M 0S,8H 43M 0S,정상 등교,13M 0S,37.2179585,126.957717
수,도보,8H 36M 0S,8H 45M 0S,정상 등교,9M 0S,37.2179585,126.957717
수,자가용(부모님),8H 20M 0S,8H 33M 0S,정상 등교,13M 0S,37.2154813,126.9716161
화,자가용(부모님),8H 18M 0S,8H 35M 0S,정상 등교,17M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 18M 0S,8H 36M 0S,정상 등교,18M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 25M 0S,8H 39M 0S,정상 등교,14M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 26M 0S,8H 40M 0S,정상 등교,14M 0S,37.2154813,126.9716161
화,자가용(부모님),8H 18M 0S,8H 42M 0S,정상 등교,24M 0S,37.2154813,126.9716161
금,버스,8H 17M 0S,8H 43M 0S,정상 등교,26M 0S,37.2154813,126.9716161
목,버스,8H 21M 0S,8H 44M 0S,정상 등교,23M 0S,37.2154813,126.9716161
목,버스,8H 17M 0S,8H 44M 0S,정상 등교,27M 0S,37.2154813,126.9716161
목,자가용(부모님),8H 24M 0S,8H 45M 0S,정상 등교,21M 0S,37.2154813,126.9716161
화,버스,8H 23M 0S,8H 45M 0S,정상 등교,22M 0S,37.2154813,126.9716161
화,버스,8H 23M 0S,8H 45M 0S,정상 등교,22M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 12M 0S,8H 33M 0S,정상 등교,21M 0S,37.2259231,126.9744232
금,자가용(부모님),8H 18M 0S,8H 34M 0S,정상 등교,16M 0S,37.2259231,126.9744232
월,자가용(부모님),8H 22M 0S,8H 35M 0S,정상 등교,13M 0S,37.2259231,126.9744232
목,자가용(부모님),8H 22M 0S,8H 38M 0S,정상 등교,16M 0S,37.2259231,126.9744232
월,자가용(부모님),8H 21M 0S,8H 40M 0S,정상 등교,19M 0S,37.2259231,126.9744232
목,자가용(부모님),8H 19M 0S,8H 40M 0S,정상 등교,21M 0S,37.2259231,126.9744232
화,자가용(부모님),8H 22M 0S,8H 41M 0S,정상 등교,19M 0S,37.2259231,126.9744232
금,자가용(부모님),8H 25M 0S,8H 42M 0S,정상 등교,17M 0S,37.2259231,126.9744232
월,자가용(부모님),8H 25M 0S,8H 42M 0S,정상 등교,17M 0S,37.2259231,126.9744232
금,자가용(부모님),8H 23M 0S,8H 42M 0S,정상 등교,19M 0S,37.2259231,126.9744232
화,자가용(부모님),8H 21M 0S,8H 42M 0S,정상 등교,21M 0S,37.2259231,126.9744232
화,자가용(부모님),8H 22M 0S,8H 43M 0S,정상 등교,21M 0S,37.2259231,126.9744232
수,자가용(부모님),8H 22M 0S,8H 44M 0S,정상 등교,22M 0S,37.2259231,126.9744232
수,자가용(부모님),8H 24M 0S,8H 45M 0S,정상 등교,21M 0S,37.2259231,126.9744232
화,자가용(부모님),8H 23M 0S,8H 46M 0S,정상 등교,23M 0S,37.2259231,126.9744232
수,자가용(부모님),8H 26M 0S,8H 48M 0S,정상 등교,22M 0S,37.2259231,126.9744232
목,버스,8H 4M 0S,8H 33M 0S,정상 등교,29M 0S,37.2107072,126.970365
금,버스,8H 2M 0S,8H 34M 0S,정상 등교,32M 0S,37.2107072,126.970365
목,버스,8H 6M 0S,8H 35M 0S,정상 등교,29M 0S,37.2107072,126.970365
금,버스,8H 9M 0S,8H 36M 0S,정상 등교,27M 0S,37.2107072,126.970365
목,버스,8H 6M 0S,8H 37M 0S,정상 등교,31M 0S,37.2107072,126.970365
월,버스,8H 6M 0S,8H 39M 0S,정상 등교,33M 0S,37.2107072,126.970365
월,버스,8H 8M 0S,8H 41M 0S,정상 등교,33M 0S,37.2107072,126.970365
수,버스,8H 8M 0S,8H 41M 0S,정상 등교,33M 0S,37.2107072,126.970365
화,버스,8H 12M 0S,8H 42M 0S,정상 등교,30M 0S,37.2107072,126.970365
수,버스,8H 4M 0S,8H 42M 0S,정상 등교,38M 0S,37.2107072,126.970365
목,버스,8H 12M 0S,8H 47M 0S,정상 등교,35M 0S,37.2107072,126.970365
화,버스,8H 12M 0S,8H 48M 0S,정상 등교,36M 0S,37.2107072,126.970365
금,도보,8H 25M 0S,8H 34M 0S,정상 등교,9M 0S,37.2166984,126.9496199
화,도보,8H 35M 0S,8H 42M 0S,정상 등교,7M 0S,37.2166984,126.9496199
수,도보,8H 32M 0S,8H 42M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.2166984,126.9496199
목,도보,8H 37M 0S,8H 45M 0S,정상 등교,8M 0S,37.2166984,126.9496199
금,도보,8H 34M 0S,8H 45M 0S,정상 등교,11M 0S,37.2166984,126.9496199
화,도보,8H 33M 0S,8H 45M 0S,정상 등교,12M 0S,37.2166984,126.9496199
목,도보,8H 38M 0S,8H 46M 0S,정상 등교,8M 0S,37.2166984,126.9496199
수,도보,8H 38M 0S,8H 47M 0S,정상 등교,9M 0S,37.2166984,126.9496199
수,도보,8H 40M 0S,8H 48M 0S,정상 등교,8M 0S,37.2166984,126.9496199
수,자가용(부모님),8H 20M 0S,8H 34M 0S,정상 등교,14M 0S,37.2139798,126.9759145
월,자가용(부모님),8H 28M 0S,8H 38M 0S,정상 등교,10M 0S,37.2139798,126.9759145
금,자가용(부모님),8H 28M 0S,8H 39M 0S,정상 등교,11M 0S,37.2139798,126.9759145
화,자가용(부모님),8H 28M 0S,8H 40M 0S,정상 등교,12M 0S,37.2139798,126.9759145
화,자가용(부모님),8H 29M 0S,8H 42M 0S,정상 등교,13M 0S,37.2139798,126.9759145
수,자가용(부모님),8H 28M 0S,8H 42M 0S,정상 등교,14M 0S,37.2139798,126.9759145
금,자가용(부모님),8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.2139798,126.9759145
수,자가용(부모님),8H 32M 0S,8H 45M 0S,정상 등교,13M 0S,37.2139798,126.9759145
금,자가용(부모님),8H 31M 0S,8H 45M 0S,정상 등교,14M 0S,37.2139798,126.9759145
월,자가용(부모님),8H 31M 0S,8H 46M 0S,정상 등교,15M 0S,37.2139798,126.9759145
화,자가용(부모님),9H 33M 0S,9H 46M 0S,질병 지각,13M 0S,37.2139798,126.9759145
화,도보,8H 19M 0S,8H 34M 0S,정상 등교,15M 0S,37.2135325,126.9632771
수,도보,8H 17M 0S,8H 34M 0S,정상 등교,17M 0S,37.2135325,126.9632771
월,도보,8H 19M 0S,8H 35M 0S,정상 등교,16M 0S,37.2135325,126.9632771
금,도보,8H 21M 0S,8H 36M 0S,정상 등교,15M 0S,37.2135325,126.9632771
목,도보,8H 20M 0S,8H 36M 0S,정상 등교,16M 0S,37.2135325,126.9632771
목,도보,8H 18M 0S,8H 36M 0S,정상 등교,18M 0S,37.2135325,126.9632771
월,도보,8H 20M 0S,8H 39M 0S,정상 등교,19M 0S,37.2135325,126.9632771
화,도보,8H 23M 0S,8H 42M 0S,정상 등교,19M 0S,37.2135325,126.9632771
수,도보,8H 22M 0S,8H 42M 0S,정상 등교,20M 0S,37.2135325,126.9632771
금,도보,8H 28M 0S,8H 47M 0S,정상 등교,19M 0S,37.2135325,126.9632771
화,도보,8H 32M 0S,8H 49M 0S,정상 등교,17M 0S,37.2135325,126.9632771
월,버스,8H 19M 0S,8H 34M 0S,정상 등교,15M 0S,37.2355129,126.956842
화,버스,8H 18M 0S,8H 34M 0S,정상 등교,16M 0S,37.2355129,126.956842
화,버스,8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2355129,126.956842
수,버스,8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2355129,126.956842
금,버스,8H 19M 0S,8H 35M 0S,정상 등교,16M 0S,37.2355129,126.956842
목,버스,8H 18M 0S,8H 35M 0S,정상 등교,17M 0S,37.2355129,126.956842
월,버스,8H 18M 0S,8H 35M 0S,정상 등교,17M 0S,37.2355129,126.956842
목,버스,8H 18M 0S,8H 35M 0S,정상 등교,17M 0S,37.2355129,126.956842
월,버스,8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2355129,126.956842
수,버스,8H 19M 0S,8H 36M 0S,정상 등교,17M 0S,37.2355129,126.956842
목,버스,8H 19M 0S,8H 40M 0S,정상 등교,21M 0S,37.2355129,126.956842
금,자가용(부모님),8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2355129,126.956842
목,버스,7H 58M 0S,8H 34M 0S,정상 등교,1H -24M 0S,37.2420035,126.9685412
화,버스,7H 58M 0S,8H 35M 0S,정상 등교,1H -23M 0S,37.2420035,126.9685412
수,버스,7H 57M 0S,8H 35M 0S,정상 등교,1H -22M 0S,37.2420035,126.9685412
금,버스,8H 0M 0S,8H 36M 0S,정상 등교,36M 0S,37.2420035,126.9685412
금,버스,7H 56M 0S,8H 36M 0S,정상 등교,1H -20M 0S,37.2420035,126.9685412
수,버스,7H 57M 0S,8H 37M 0S,정상 등교,1H -20M 0S,37.2420035,126.9685412
화,자가용(부모님),8H 15M 0S,8H 38M 0S,정상 등교,23M 0S,37.2420035,126.9685412
목,버스,7H 57M 0S,8H 38M 0S,정상 등교,1H -19M 0S,37.2420035,126.9685412
월,버스,8H 0M 0S,8H 45M 0S,정상 등교,45M 0S,37.2420035,126.9685412
월,버스,7H 58M 0S,8H 48M 0S,정상 등교,1H -10M 0S,37.2420035,126.9685412
화,자가용(부모님),8H 28M 0S,8H 35M 0S,정상 등교,7M 0S,37.2419442,126.9532955
금,자가용(부모님),8H 25M 0S,8H 35M 0S,정상 등교,10M 0S,37.2419442,126.9532955
목,자가용(부모님),8H 25M 0S,8H 35M 0S,정상 등교,10M 0S,37.2419442,126.9532955
수,자가용(부모님),8H 30M 0S,8H 37M 0S,정상 등교,7M 0S,37.2419442,126.9532955
목,자가용(부모님),8H 30M 0S,8H 37M 0S,정상 등교,7M 0S,37.2419442,126.9532955
화,자가용(부모님),8H 30M 0S,8H 38M 0S,정상 등교,8M 0S,37.2419442,126.9532955
월,자가용(부모님),8H 30M 0S,8H 38M 0S,정상 등교,8M 0S,37.2419442,126.9532955
수,자가용(부모님),8H 28M 0S,8H 40M 0S,정상 등교,12M 0S,37.2419442,126.9532955
금,자가용(부모님),8H 34M 0S,8H 43M 0S,정상 등교,9M 0S,37.2419442,126.9532955
수,자가용(부모님),8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2419442,126.9532955
목,자가용(부모님),8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2419442,126.9532955
수,자가용(부모님),8H 27M 0S,8H 35M 0S,정상 등교,8M 0S,37.2185318,126.9605113
목,자가용(부모님),8H 27M 0S,8H 37M 0S,정상 등교,10M 0S,37.2185318,126.9605113
금,자가용(부모님),8H 28M 0S,8H 38M 0S,정상 등교,10M 0S,37.2185318,126.9605113
목,자가용(부모님),8H 27M 0S,8H 38M 0S,정상 등교,11M 0S,37.2185318,126.9605113
화,자가용(부모님),8H 30M 0S,8H 40M 0S,정상 등교,10M 0S,37.2185318,126.9605113
금,자가용(부모님),8H 27M 0S,8H 40M 0S,정상 등교,13M 0S,37.2185318,126.9605113
월,자가용(부모님),8H 27M 0S,8H 40M 0S,정상 등교,13M 0S,37.2185318,126.9605113
화,자가용(부모님),8H 23M 0S,8H 40M 0S,정상 등교,17M 0S,37.2185318,126.9605113
수,도보,8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2185318,126.9605113
목,자가용(부모님),8H 29M 0S,8H 42M 0S,정상 등교,13M 0S,37.2185318,126.9605113
월,자가용(부모님),8H 29M 0S,8H 43M 0S,정상 등교,14M 0S,37.2185318,126.9605113
금,자가용(부모님),8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2185318,126.9605113
화,자가용(부모님),9H 27M 0S,9H 40M 0S,질병 지각,13M 0S,37.2185318,126.9605113
월,자가용(부모님),8H 23M 0S,8H 35M 0S,정상 등교,12M 0S,37.2131013,126.9684915
월,자가용(부모님),8H 25M 0S,8H 40M 0S,정상 등교,15M 0S,37.2131013,126.9684915
화,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2131013,126.9684915
수,자가용(부모님),8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.2131013,126.9684915
금,자가용(부모님),8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.2131013,126.9684915
수,자가용(부모님),8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2131013,126.9684915
목,자가용(부모님),8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2131013,126.9684915
금,자가용(부모님),8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2131013,126.9684915
목,자가용(부모님),8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2131013,126.9684915
화,자가용(부모님),8H 27M 0S,8H 47M 0S,정상 등교,20M 0S,37.2131013,126.9684915
목,도보,8H 23M 0S,8H 35M 0S,정상 등교,12M 0S,37.2185377,126.9528957
수,도보,8H 27M 0S,8H 37M 0S,정상 등교,10M 0S,37.2185377,126.9528957
화,도보,8H 37M 0S,8H 44M 0S,정상 등교,7M 0S,37.2185377,126.9528957
화,도보,8H 37M 0S,8H 45M 0S,정상 등교,8M 0S,37.2185377,126.9528957
월,도보,8H 37M 0S,8H 48M 0S,정상 등교,11M 0S,37.2185377,126.9528957
목,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2185377,126.9528957
목,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2185377,126.9528957
수,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2185377,126.9528957
금,도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.2185377,126.9528957
목,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2131013,126.9684915
화,자가용(부모님),8H 25M 0S,8H 38M 0S,정상 등교,13M 0S,37.2131013,126.9684915
금,자가용(부모님),8H 25M 0S,8H 43M 0S,정상 등교,18M 0S,37.2131013,126.9684915
수,자가용(부모님),8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2131013,126.9684915
목,버스,8H 13M 0S,8H 35M 0S,정상 등교,22M 0S,37.2411384,126.9651031
화,버스,8H 21M 0S,8H 40M 0S,정상 등교,19M 0S,37.2411384,126.9651031
