요일,통학방식,출발시간,도착시간,지각여부,소요시간,위도,경도
화,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.217105,126.9478425
화,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.217105,126.9478425
목,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.217105,126.9478425
수,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.217105,126.9478425
월,자가용(부모님),7H 50M 0S,8H 0M 0S,정상 등교,1H -50M 0S,37.2176068,126.9745167
목,자가용(부모님),8H 22M 0S,8H 35M 0S,정상 등교,13M 0S,37.2176068,126.9745167
화,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2176068,126.9745167
수,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2176068,126.9745167
금,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2176068,126.9745167
목,자가용(부모님),8H 10M 0S,8H 35M 0S,정상 등교,25M 0S,37.2176068,126.9745167
월,자가용(부모님),8H 20M 0S,8H 36M 0S,정상 등교,16M 0S,37.2176068,126.9745167
금,자가용(부모님),8H 20M 0S,8H 38M 0S,정상 등교,18M 0S,37.2176068,126.9745167
수,자가용(부모님),8H 22M 0S,8H 40M 0S,정상 등교,18M 0S,37.2176068,126.9745167
목,자가용(부모님),8H 20M 0S,8H 43M 0S,정상 등교,23M 0S,37.2176068,126.9745167
월,자가용(부모님),8H 22M 0S,8H 48M 0S,정상 등교,26M 0S,37.2176068,126.9745167
금,도보,7H 50M 0S,8H 0M 0S,정상 등교,1H -50M 0S,37.2141309,126.9595847
화,도보,7H 58M 0S,8H 8M 0S,정상 등교,1H -50M 0S,37.2141309,126.9595847
목,도보,7H 58M 0S,8H 8M 0S,정상 등교,1H -50M 0S,37.2141309,126.9595847
월,도보,8H 0M 0S,8H 9M 0S,정상 등교,9M 0S,37.2141309,126.9595847
금,도보,8H 0M 0S,8H 10M 0S,정상 등교,10M 0S,37.2141309,126.9595847
월,도보,8H 11M 0S,8H 21M 0S,정상 등교,10M 0S,37.2141309,126.9595847
목,도보,8H 20M 0S,8H 30M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 30M 0S,8H 40M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 30M 0S,8H 40M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 32M 0S,8H 44M 0S,정상 등교,12M 0S,37.2141309,126.9595847
화,도보,7H 50M 0S,8H 0M 0S,정상 등교,1H -50M 0S,37.217105,126.9478425
수,도보,8H 3M 0S,8H 13M 0S,정상 등교,10M 0S,37.217105,126.9478425
수,도보,8H 5M 0S,8H 15M 0S,정상 등교,10M 0S,37.217105,126.9478425
금,자가용(부모님),8H 20M 0S,8H 27M 0S,정상 등교,7M 0S,37.217105,126.9478425
화,도보,8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.217105,126.9478425
목,도보,8H 33M 0S,8H 43M 0S,정상 등교,10M 0S,37.217105,126.9478425
수,도보,8H 32M 0S,8H 48M 0S,정상 등교,16M 0S,37.217105,126.9478425
금,버스,7H 41M 0S,8H 0M 0S,정상 등교,1H -41M 0S,37.2139798,126.9759145
월,버스,7H 35M 0S,8H 0M 0S,정상 등교,1H -35M 0S,37.2139798,126.9759145
화,버스,7H 30M 0S,8H 0M 0S,정상 등교,1H -30M 0S,37.2139798,126.9759145
수,버스,7H 50M 0S,8H 5M 0S,정상 등교,1H -45M 0S,37.2139798,126.9759145
화,버스,7H 43M 0S,8H 5M 0S,정상 등교,1H -38M 0S,37.2139798,126.9759145
월,버스,7H 40M 0S,8H 5M 0S,정상 등교,1H -35M 0S,37.2139798,126.9759145
화,버스,7H 55M 0S,8H 6M 0S,정상 등교,1H -49M 0S,37.2139798,126.9759145
목,버스,7H 50M 0S,8H 7M 0S,정상 등교,1H -43M 0S,37.2139798,126.9759145
금,버스,7H 52M 0S,8H 10M 0S,정상 등교,1H -42M 0S,37.2139798,126.9759145
금,버스,7H 40M 0S,8H 10M 0S,정상 등교,1H -30M 0S,37.2139798,126.9759145
수,버스,7H 50M 0S,8H 14M 0S,정상 등교,1H -36M 0S,37.2139798,126.9759145
목,버스,8H 0M 0S,8H 20M 0S,정상 등교,20M 0S,37.2139798,126.9759145
수,버스,7H 50M 0S,8H 20M 0S,정상 등교,1H -30M 0S,37.2139798,126.9759145
화,버스,7H 45M 0S,8H 20M 0S,정상 등교,1H -25M 0S,37.2139798,126.9759145
수,버스,8H 0M 0S,8H 25M 0S,정상 등교,25M 0S,37.2139798,126.9759145
수,버스,7H 35M 0S,8H 0M 0S,정상 등교,1H -35M 0S,37.2259231,126.9744232
목,버스,7H 37M 0S,8H 4M 0S,정상 등교,1H -33M 0S,37.2259231,126.9744232
금,버스,7H 40M 0S,8H 5M 0S,정상 등교,1H -35M 0S,37.2259231,126.9744232
금,버스,7H 33M 0S,8H 0M 0S,정상 등교,1H -33M 0S,37.2269694,126.9745499
금,도보,7H 45M 0S,8H 45M 0S,정상 등교,1H 0M 0S,37.2269694,126.9745499
월,도보,7H 45M 0S,8H 50M 0S,정상 등교,1H 5M 0S,37.2269694,126.9745499
화,도보,7H 45M 0S,8H 50M 0S,정상 등교,1H 5M 0S,37.2269694,126.9745499
수,도보,7H 45M 0S,8H 50M 0S,정상 등교,1H 5M 0S,37.2269694,126.9745499
목,도보,7H 45M 0S,8H 50M 0S,정상 등교,1H 5M 0S,37.2269694,126.9745499
금,도보,7H 45M 0S,8H 50M 0S,정상 등교,1H 5M 0S,37.2269694,126.9745499
화,도보,7H 45M 0S,8H 50M 0S,정상 등교,1H 5M 0S,37.2269694,126.9745499
목,도보,7H 45M 0S,8H 50M 0S,지각,1H 5M 0S,37.2269694,126.9745499
목,버스,7H 30M 0S,8H 0M 0S,정상 등교,1H -30M 0S,37.2214059,126.9871955
금,자가용(부모님),8H 20M 0S,8H 45M 0S,정상 등교,25M 0S,37.2214059,126.9871955
목,자가용(부모님),8H 20M 0S,8H 45M 0S,정상 등교,25M 0S,37.2214059,126.9871955
월,자가용(부모님),8H 20M 0S,8H 45M 0S,정상 등교,25M 0S,37.2214059,126.9871955
화,도보,7H 49M 0S,8H 1M 0S,정상 등교,1H -48M 0S,37.2160467,126.9607212
수,도보,8H 27M 0S,8H 35M 0S,정상 등교,8M 0S,37.2160467,126.9607212
수,도보,8H 30M 0S,8H 40M 0S,정상 등교,10M 0S,37.2160467,126.9607212
목,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2160467,126.9607212
수,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2160467,126.9607212
수,도보,8H 39M 0S,8H 47M 0S,정상 등교,8M 0S,37.2160467,126.9607212
금,도보,8H 40M 0S,8H 48M 0S,정상 등교,8M 0S,37.2160467,126.9607212
금,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2160467,126.9607212
월,도보,8H 36M 0S,8H 48M 0S,정상 등교,12M 0S,37.2160467,126.9607212
목,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2160467,126.9607212
화,도보,7H 46M 0S,8H 1M 0S,정상 등교,1H -45M 0S,37.2204367,126.9570735
목,자가용(부모님),8H 18M 0S,8H 28M 0S,정상 등교,10M 0S,37.2204367,126.9570735
화,도보,8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.2204367,126.9570735
목,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2204367,126.9570735
수,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2204367,126.9570735
금,도보,8H 30M 0S,8H 46M 0S,정상 등교,16M 0S,37.2204367,126.9570735
목,도보,8H 29M 0S,8H 47M 0S,정상 등교,18M 0S,37.2204367,126.9570735
금,도보,8H 32M 0S,8H 48M 0S,정상 등교,16M 0S,37.2204367,126.9570735
금,도보,8H 30M 0S,8H 48M 0S,정상 등교,18M 0S,37.2204367,126.9570735
월,도보,7H 43M 0S,8H 1M 0S,정상 등교,1H -42M 0S,37.2204367,126.9570735
목,도보,8H 27M 0S,8H 37M 0S,정상 등교,10M 0S,37.2204367,126.9570735
금,도보,8H 28M 0S,8H 39M 0S,정상 등교,11M 0S,37.2204367,126.9570735
월,도보,8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.2204367,126.9570735
화,도보,8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.2204367,126.9570735
월,도보,8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.2204367,126.9570735
수,도보,8H 27M 0S,8H 44M 0S,정상 등교,17M 0S,37.2204367,126.9570735
화,도보,8H 32M 0S,8H 45M 0S,정상 등교,13M 0S,37.2204367,126.9570735
목,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2204367,126.9570735
금,도보,8H 28M 0S,8H 45M 0S,정상 등교,17M 0S,37.2204367,126.9570735
화,도보,8H 28M 0S,8H 46M 0S,정상 등교,18M 0S,37.2204367,126.9570735
금,도보,8H 41M 0S,8H 48M 0S,정상 등교,7M 0S,37.2204367,126.9570735
화,버스,7H 43M 0S,8H 1M 0S,정상 등교,1H -42M 0S,37.2348657,126.9550715
월,버스,7H 43M 0S,8H 2M 0S,정상 등교,1H -41M 0S,37.2348657,126.9550715
수,버스,7H 42M 0S,8H 3M 0S,정상 등교,1H -39M 0S,37.2348657,126.9550715
목,버스,7H 42M 0S,8H 6M 0S,정상 등교,1H -36M 0S,37.2348657,126.9550715
수,버스,7H 33M 0S,8H 8M 0S,정상 등교,1H -25M 0S,37.2348657,126.9550715
목,버스,7H 42M 0S,8H 9M 0S,정상 등교,1H -33M 0S,37.2348657,126.9550715
금,버스,7H 33M 0S,8H 10M 0S,정상 등교,1H -23M 0S,37.2348657,126.9550715
화,버스,7H 30M 0S,8H 10M 0S,정상 등교,1H -20M 0S,37.2348657,126.9550715
화,자가용(부모님),7H 50M 0S,8H 16M 0S,정상 등교,1H -34M 0S,37.2348657,126.9550715
금,버스,7H 33M 0S,8H 20M 0S,정상 등교,1H -13M 0S,37.2348657,126.9550715
월,버스,7H 35M 0S,8H 26M 0S,정상 등교,1H -9M 0S,37.2348657,126.9550715
목,도보,7H 50M 0S,8H 3M 0S,정상 등교,1H -47M 0S,37.217105,126.9478425
화,도보,8H 32M 0S,8H 46M 0S,정상 등교,14M 0S,37.217105,126.9478425
금,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.217105,126.9478425
수,도보,8H 40M 0S,8H 48M 0S,정상 등교,8M 0S,37.217105,126.9478425
월,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.217105,126.9478425
목,도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.217105,126.9478425
화,도보,8H 37M 0S,8H 49M 0S,정상 등교,12M 0S,37.217105,126.9478425
수,도보,8H 37M 0S,8H 49M 0S,정상 등교,12M 0S,37.217105,126.9478425
월,도보,8H 39M 0S,8H 50M 0S,정상 등교,11M 0S,37.217105,126.9478425
금,도보,8H 37M 0S,8H 50M 0S,정상 등교,13M 0S,37.217105,126.9478425
목,도보,8H 41M 0S,8H 51M 0S,지각,10M 0S,37.217105,126.9478425
금,자가용(부모님),7H 45M 0S,8H 3M 0S,정상 등교,1H -42M 0S,37.2154813,126.9716161
화,자가용(부모님),8H 12M 0S,8H 25M 0S,정상 등교,13M 0S,37.2154813,126.9716161
목,자가용(부모님),8H 12M 0S,8H 27M 0S,정상 등교,15M 0S,37.2154813,126.9716161
금,자가용(부모님),8H 11M 0S,8H 27M 0S,정상 등교,16M 0S,37.2154813,126.9716161
화,자가용(부모님),8H 11M 0S,8H 28M 0S,정상 등교,17M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 21M 0S,8H 30M 0S,정상 등교,9M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 15M 0S,8H 30M 0S,정상 등교,15M 0S,37.2154813,126.9716161
목,자가용(부모님),8H 15M 0S,8H 30M 0S,정상 등교,15M 0S,37.2154813,126.9716161
월,자가용(부모님),8H 11M 0S,8H 30M 0S,정상 등교,19M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 21M 0S,8H 35M 0S,정상 등교,14M 0S,37.2154813,126.9716161
금,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2154813,126.9716161
목,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2154813,126.9716161
목,자가용(부모님),8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2154813,126.9716161
목,버스,7H 44M 0S,8H 3M 0S,정상 등교,1H -41M 0S,37.2348657,126.9550715
금,버스,7H 43M 0S,8H 3M 0S,정상 등교,1H -40M 0S,37.2348657,126.9550715
목,버스,7H 44M 0S,8H 5M 0S,정상 등교,1H -39M 0S,37.2348657,126.9550715
금,버스,7H 44M 0S,8H 5M 0S,정상 등교,1H -39M 0S,37.2348657,126.9550715
수,자가용(부모님),7H 55M 0S,8H 5M 0S,정상 등교,1H -50M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 49M 0S,8H 5M 0S,정상 등교,1H -44M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 48M 0S,8H 5M 0S,정상 등교,1H -43M 0S,37.2131013,126.9684915
목,자가용(부모님),7H 55M 0S,8H 8M 0S,정상 등교,1H -47M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 50M 0S,8H 10M 0S,정상 등교,1H -40M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 58M 0S,8H 15M 0S,정상 등교,1H -43M 0S,37.2131013,126.9684915
화,자가용(부모님),7H 57M 0S,8H 16M 0S,정상 등교,1H -41M 0S,37.2131013,126.9684915
목,자가용(부모님),8H 10M 0S,8H 22M 0S,정상 등교,12M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 48M 0S,8H 59M 0S,지각,1H 11M 0S,37.2131013,126.9684915
월,도보,7H 50M 0S,8H 5M 0S,정상 등교,1H -45M 0S,37.2204367,126.9570735
화,도보,8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.2204367,126.9570735
수,도보,8H 28M 0S,8H 42M 0S,정상 등교,14M 0S,37.2204367,126.9570735
금,도보,8H 31M 0S,8H 44M 0S,정상 등교,13M 0S,37.2204367,126.9570735
화,도보,8H 30M 0S,8H 44M 0S,정상 등교,14M 0S,37.2204367,126.9570735
금,도보,8H 32M 0S,8H 45M 0S,정상 등교,13M 0S,37.2204367,126.9570735
화,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2204367,126.9570735
목,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
목,도보,8H 31M 0S,8H 47M 0S,정상 등교,16M 0S,37.2204367,126.9570735
목,도보,8H 34M 0S,8H 48M 0S,정상 등교,14M 0S,37.2204367,126.9570735
수,버스,7H 50M 0S,8H 5M 0S,정상 등교,1H -45M 0S,37.2419442,126.9532955
목,자가용(부모님),8H 10M 0S,8H 25M 0S,정상 등교,15M 0S,37.2419442,126.9532955
목,자가용(부모님),8H 20M 0S,8H 30M 0S,정상 등교,10M 0S,37.2419442,126.9532955
금,자가용(부모님),8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2419442,126.9532955
목,자가용(부모님),8H 20M 0S,8H 38M 0S,정상 등교,18M 0S,37.2419442,126.9532955
금,자가용(부모님),8H 28M 0S,8H 40M 0S,정상 등교,12M 0S,37.2419442,126.9532955
화,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2419442,126.9532955
화,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2419442,126.9532955
금,자가용(부모님),8H 30M 0S,8H 43M 0S,정상 등교,13M 0S,37.2419442,126.9532955
수,자가용(부모님),8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2419442,126.9532955
수,도보,7H 44M 0S,8H 5M 0S,정상 등교,1H -39M 0S,37.1964523,126.9425556
화,도보,8H 25M 0S,8H 41M 0S,정상 등교,16M 0S,37.1964523,126.9425556
금,도보,8H 25M 0S,8H 41M 0S,정상 등교,16M 0S,37.1964523,126.9425556
수,도보,8H 26M 0S,8H 42M 0S,정상 등교,16M 0S,37.1964523,126.9425556
목,도보,8H 26M 0S,8H 42M 0S,정상 등교,16M 0S,37.1964523,126.9425556
화,도보,8H 26M 0S,8H 42M 0S,정상 등교,16M 0S,37.1964523,126.9425556
수,도보,8H 24M 0S,8H 42M 0S,정상 등교,18M 0S,37.1964523,126.9425556
수,도보,8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.1964523,126.9425556
목,도보,8H 25M 0S,8H 43M 0S,정상 등교,18M 0S,37.1964523,126.9425556
금,도보,8H 28M 0S,8H 44M 0S,정상 등교,16M 0S,37.1964523,126.9425556
화,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.1964523,126.9425556
목,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.1964523,126.9425556
금,자가용(부모님),7H 40M 0S,8H 5M 0S,정상 등교,1H -35M 0S,37.2229145,126.9498638
수,버스,7H 50M 0S,8H 9M 0S,정상 등교,1H -41M 0S,37.2229145,126.9498638
목,도보,7H 50M 0S,8H 9M 0S,정상 등교,1H -41M 0S,37.2229145,126.9498638
월,도보,7H 45M 0S,8H 9M 0S,정상 등교,1H -36M 0S,37.2229145,126.9498638
화,자가용(부모님),8H 2M 0S,8H 10M 0S,정상 등교,8M 0S,37.2229145,126.9498638
화,도보,7H 50M 0S,8H 10M 0S,정상 등교,1H -40M 0S,37.2229145,126.9498638
목,도보,8H 19M 0S,8H 30M 0S,정상 등교,11M 0S,37.2229145,126.9498638
수,도보,8H 16M 0S,8H 30M 0S,정상 등교,14M 0S,37.2229145,126.9498638
수,도보,8H 15M 0S,8H 30M 0S,정상 등교,15M 0S,37.2229145,126.9498638
화,버스,8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2229145,126.9498638
목,도보,8H 15M 0S,8H 33M 0S,정상 등교,18M 0S,37.2229145,126.9498638
목,도보,8H 21M 0S,8H 36M 0S,정상 등교,15M 0S,37.2229145,126.9498638
월,자가용(부모님),8H 20M 0S,8H 36M 0S,정상 등교,16M 0S,37.2229145,126.9498638
월,버스,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2229145,126.9498638
월,버스,8H 0M 0S,8H 6M 0S,정상 등교,6M 0S,37.2170656,126.9622395
금,버스,8H 1M 0S,8H 8M 0S,정상 등교,7M 0S,37.2170656,126.9622395
목,버스,8H 5M 0S,8H 10M 0S,정상 등교,5M 0S,37.2170656,126.9622395
목,자가용(부모님),8H 3M 0S,8H 10M 0S,정상 등교,7M 0S,37.2170656,126.9622395
월,버스,8H 0M 0S,8H 10M 0S,정상 등교,10M 0S,37.2170656,126.9622395
화,버스,8H 0M 0S,8H 10M 0S,정상 등교,10M 0S,37.2170656,126.9622395
목,버스,8H 0M 0S,8H 10M 0S,정상 등교,10M 0S,37.2170656,126.9622395
금,버스,8H 0M 0S,8H 10M 0S,정상 등교,10M 0S,37.2170656,126.9622395
금,버스,7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2170656,126.9622395
월,버스,8H 5M 0S,8H 15M 0S,정상 등교,10M 0S,37.2170656,126.9622395
수,도보,7H 53M 0S,8H 25M 0S,정상 등교,1H -28M 0S,37.2170656,126.9622395
목,도보,8H 5M 0S,8H 28M 0S,정상 등교,23M 0S,37.2170656,126.9622395
월,자가용(부모님),7H 50M 0S,8H 6M 0S,정상 등교,1H -44M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 53M 0S,8H 7M 0S,정상 등교,1H -46M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 55M 0S,8H 9M 0S,정상 등교,1H -46M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 57M 0S,8H 10M 0S,정상 등교,1H -47M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
화,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 55M 0S,8H 11M 0S,정상 등교,1H -44M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 50M 0S,8H 11M 0S,정상 등교,1H -39M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 55M 0S,8H 12M 0S,정상 등교,1H -43M 0S,37.2131013,126.9684915
목,자가용(부모님),7H 55M 0S,8H 15M 0S,정상 등교,1H -40M 0S,37.2131013,126.9684915
화,자가용(부모님),7H 55M 0S,8H 15M 0S,정상 등교,1H -40M 0S,37.2131013,126.9684915
목,자가용(부모님),7H 55M 0S,8H 16M 0S,정상 등교,1H -39M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 49M 0S,8H 6M 0S,정상 등교,1H -43M 0S,37.2131013,126.9684915
월,자가용(부모님),7H 53M 0S,8H 8M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 52M 0S,8H 9M 0S,정상 등교,1H -43M 0S,37.2131013,126.9684915
수,자가용(부모님),7H 55M 0S,8H 10M 0S,정상 등교,1H -45M 0S,37.2131013,126.9684915
목,자가용(부모님),7H 54M 0S,8H 11M 0S,정상 등교,1H -43M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 52M 0S,8H 11M 0S,정상 등교,1H -41M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 54M 0S,8H 12M 0S,정상 등교,1H -42M 0S,37.2131013,126.9684915
화,자가용(부모님),7H 56M 0S,8H 14M 0S,정상 등교,1H -42M 0S,37.2131013,126.9684915
목,자가용(부모님),7H 56M 0S,8H 14M 0S,정상 등교,1H -42M 0S,37.2131013,126.9684915
금,자가용(부모님),7H 57M 0S,8H 15M 0S,정상 등교,1H -42M 0S,37.2131013,126.9684915
화,자가용(부모님),7H 53M 0S,8H 15M 0S,정상 등교,1H -38M 0S,37.2131013,126.9684915
목,자가용(부모님),7H 56M 0S,8H 16M 0S,정상 등교,1H -40M 0S,37.2131013,126.9684915
월,버스,7H 48M 0S,8H 6M 0S,정상 등교,1H -42M 0S,37.2262151,126.9705076
화,버스,7H 42M 0S,8H 7M 0S,정상 등교,1H -35M 0S,37.2262151,126.9705076
수,버스,7H 40M 0S,8H 9M 0S,정상 등교,1H -31M 0S,37.2262151,126.9705076
수,버스,7H 54M 0S,8H 13M 0S,정상 등교,1H -41M 0S,37.2262151,126.9705076
화,버스,7H 51M 0S,8H 13M 0S,정상 등교,1H -38M 0S,37.2262151,126.9705076
금,버스,7H 44M 0S,8H 13M 0S,정상 등교,1H -31M 0S,37.2262151,126.9705076
화,버스,7H 48M 0S,8H 15M 0S,정상 등교,1H -33M 0S,37.2262151,126.9705076
월,버스,7H 58M 0S,8H 27M 0S,정상 등교,1H -31M 0S,37.2262151,126.9705076
목,버스,8H 2M 0S,8H 36M 0S,정상 등교,34M 0S,37.2262151,126.9705076
수,버스,8H 0M 0S,8H 38M 0S,정상 등교,38M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 0M 0S,8H 7M 0S,정상 등교,7M 0S,37.2139798,126.9759145
목,자가용(부모님),8H 6M 0S,8H 15M 0S,정상 등교,9M 0S,37.2139798,126.9759145
월,자가용(부모님),8H 4M 0S,8H 15M 0S,정상 등교,11M 0S,37.2139798,126.9759145
월,자가용(부모님),8H 4M 0S,8H 15M 0S,정상 등교,11M 0S,37.2139798,126.9759145
수,자가용(부모님),8H 6M 0S,8H 16M 0S,정상 등교,10M 0S,37.2139798,126.9759145
수,자가용(부모님),8H 7M 0S,8H 19M 0S,정상 등교,12M 0S,37.2139798,126.9759145
화,자가용(부모님),8H 8M 0S,8H 21M 0S,정상 등교,13M 0S,37.2139798,126.9759145
수,자가용(부모님),8H 15M 0S,8H 23M 0S,정상 등교,8M 0S,37.2139798,126.9759145
금,자가용(부모님),8H 13M 0S,8H 25M 0S,정상 등교,12M 0S,37.2139798,126.9759145
수,자가용(부모님),8H 21M 0S,8H 35M 0S,정상 등교,14M 0S,37.2139798,126.9759145
화,버스,9H 8M 0S,9H 15M 0S,질병 지각,7M 0S,37.2139798,126.9759145
목,버스,7H 55M 0S,8H 7M 0S,정상 등교,1H -48M 0S,37.2139798,126.9759145
화,버스,7H 50M 0S,8H 10M 0S,정상 등교,1H -40M 0S,37.2139798,126.9759145
수,버스,7H 53M 0S,8H 21M 0S,정상 등교,1H -32M 0S,37.2139798,126.9759145
월,자가용(부모님),8H 8M 0S,8H 25M 0S,정상 등교,17M 0S,37.2139798,126.9759145
목,버스,8H 13M 0S,8H 37M 0S,정상 등교,24M 0S,37.2139798,126.9759145
수,버스,8H 17M 0S,8H 39M 0S,정상 등교,22M 0S,37.2139798,126.9759145
금,버스,8H 23M 0S,8H 42M 0S,정상 등교,19M 0S,37.2139798,126.9759145
월,버스,8H 15M 0S,8H 42M 0S,정상 등교,27M 0S,37.2139798,126.9759145
화,버스,8H 20M 0S,8H 47M 0S,정상 등교,27M 0S,37.2139798,126.9759145
화,도보,7H 59M 0S,8H 8M 0S,정상 등교,1H -51M 0S,37.2163644,126.9566889
금,도보,8H 0M 0S,8H 9M 0S,정상 등교,9M 0S,37.2163644,126.9566889
수,도보,8H 0M 0S,8H 9M 0S,정상 등교,9M 0S,37.2163644,126.9566889
목,도보,8H 0M 0S,8H 10M 0S,정상 등교,10M 0S,37.2163644,126.9566889
월,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2163644,126.9566889
월,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2163644,126.9566889
화,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
화,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
목,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
목,도보,8H 42M 0S,8H 50M 0S,정상 등교,8M 0S,37.2163644,126.9566889
목,도보,7H 55M 0S,8H 8M 0S,정상 등교,1H -47M 0S,37.2163644,126.9566889
수,도보,8H 10M 0S,8H 17M 0S,정상 등교,7M 0S,37.2163644,126.9566889
월,도보,8H 20M 0S,8H 28M 0S,정상 등교,8M 0S,37.2163644,126.9566889
화,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
월,도보,8H 43M 0S,8H 50M 0S,정상 등교,7M 0S,37.2163644,126.9566889
금,도보,8H 41M 0S,8H 50M 0S,정상 등교,9M 0S,37.2163644,126.9566889
금,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2163644,126.9566889
화,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2163644,126.9566889
수,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2163644,126.9566889
화,도보,9H 40M 0S,9H 50M 0S,질병 지각,10M 0S,37.2163644,126.9566889
화,도보,7H 40M 0S,8H 9M 0S,정상 등교,1H -31M 0S,37.2154813,126.9716161
화,도보,7H 40M 0S,8H 9M 0S,정상 등교,1H -31M 0S,37.2154813,126.9716161
